spkid,full_name,pdes,neo,pha,H,Mass,G,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,condition_code,rms,two_body,A1,A1_sigma,A2,A2_sigma,A3,A3_sigma,DT,DT_sigma
3330050,       (2006 HD2),2006 HD2,Y,Y,20.9,0,,,,,,,,,,,,,,18,2025-11-21.0,J2000,0.6015,2.031,0.809,4.02,30.17,95.89,304.07,3.25,0.3406,2461164.69,2026-05-04.1,1.06E+03,2.89,0.0278,10.8,1.86,3.56,2.00E-07,2.90E-07,5.00E-07,5.70E-05,1.40E-04,2.00E-04,4.30E-04,4.60E-07,7.20E-08,1.30E-03,2.20E-04,APO,1,0.64058,,,,,,,,,
3330680,       (2006 HQ30),2006 HQ30,Y,Y,21.2,0,,,,,,,,,,,,,,40,2025-11-21.0,J2000,0.6031,2.614,1.037,12.02,85.2,181.28,222.25,4.19,0.2333,2461591.04,2027-07-04.5,1.54E+03,4.23,0.02,7.79,0.921,3.1,3.80E-05,4.10E-04,2.60E-04,7.80E-05,1.30E-03,1.80E-03,2.20E-01,6.50E-04,5.50E-05,1.10E+00,3.60E-01,AMO,5,0.44328,,,,,,,,,
3330683,       (2006 HT30),2006 HT30,Y,Y,20.2,0,,,,,,,,,,,,,,25,2025-11-21.0,J2000,0.6198,2.561,0.974,1.64,73.51,224.07,249.51,4.15,0.2405,2461459.97,2027-02-23.4,1.50E+03,4.1,0.00825,3.21,1.1,3.13,1.50E-07,6.20E-08,3.60E-07,1.30E-05,4.20E-04,4.20E-04,6.70E-05,1.00E-07,8.70E-09,2.90E-04,5.40E-05,APO,0,0.63821,,,,,,,,,
3331094,       (2006 HW57),2006 HW57,Y,Y,20.4,0,,,,,,,,,,,,,,61,2025-11-21.0,J2000,0.519,2.146,1.032,7.12,250.9,34.03,57.89,3.26,0.3136,2460815.88,2025-05-20.3,1.15E+03,3.14,0.0476,18.5,1.94,3.51,3.50E-08,1.40E-07,3.60E-08,5.70E-06,3.60E-05,3.70E-05,2.30E-04,2.20E-07,3.10E-08,7.00E-04,1.10E-04,AMO,1,0.4913,,,,,,,,,
3333610,       (2006 KQ1),2006 KQ1,Y,Y,21.9,0,,,,,,,,,,,,,,35,2025-11-21.0,J2000,0.1753,1.244,1.026,9.61,88.62,18.35,131.14,1.46,0.7101,2460815.83,2025-05-20.3,507,1.39,0.0486,18.9,3.65,5.13,4.50E-08,2.30E-09,5.60E-08,4.00E-06,2.10E-05,2.60E-05,1.40E-05,2.70E-09,2.00E-09,2.00E-05,1.40E-06,AMO,0,0.57986,,,,,,,,,
3333737,       (2006 KK21),2006 KK21,Y,Y,20.59,0,,,,,,,,,,,,,,24,2025-11-21.0,J2000,0.8704,2.727,0.353,12.45,188.86,285.89,136.09,5.1,0.2188,2460378.61,2024-03-09.1,1.65E+03,4.5,0.0266,10.4,1.07,2.6,4.10E-07,1.30E-08,1.10E-06,6.20E-05,4.20E-04,3.70E-04,1.10E-05,2.40E-08,1.50E-09,5.20E-05,1.20E-05,APO,0,0.55903,,,,,,,,,
3334436,       (2006 KD40),2006 KD40,Y,Y,18.58,0,,,,,,,,,,,,,,41,2025-11-21.0,J2000,0.5136,2.016,0.981,21.11,86.68,217.93,271.34,3.05,0.3443,2461258,2026-08-05.5,1.05E+03,2.86,0.0329,12.8,2.32,3.58,6.30E-08,1.30E-08,1.30E-07,1.10E-05,1.60E-05,2.00E-05,2.60E-05,1.90E-08,3.20E-09,7.90E-05,9.80E-06,APO,0,0.45194,,,,,,,,,
3335049,       (2006 KN89),2006 KN89,Y,Y,21.5,0,,,,,,,,,,,,,,15,2025-11-21.0,J2000,0.5299,1.785,0.839,5.81,217.27,108.76,35.29,2.73,0.4131,2460915.07,2025-08-27.5,871,2.39,0.0239,9.31,2.66,3.9,2.20E-07,6.60E-09,4.00E-07,1.20E-05,6.00E-05,6.30E-05,2.30E-05,1.00E-08,2.30E-09,5.60E-05,4.80E-06,APO,0,0.51009,,,,,,,,,
3335424,       (2006 LK),2006 LK,Y,Y,19.7,0,,,,,,,,,,,,,,20,2025-11-21.0,J2000,0.6381,2.859,1.035,10.17,157.74,194.31,343.53,4.68,0.2039,2461081.26,2026-02-09.7,1.77E+03,4.83,0.0343,13.4,0.758,2.94,5.60E-07,9.40E-08,1.60E-06,1.90E-05,3.20E-04,3.10E-04,5.70E-05,1.50E-07,1.00E-08,2.80E-04,8.70E-05,AMO,0,0.58496,,,,,,,,,
3335613,       (2006 LD1),2006 LD1,Y,Y,20.9,0,,,,,,,,,,,,,,15,2025-11-21.0,J2000,0.7015,2.316,0.691,5.95,65.38,276.17,166.6,3.94,0.2796,2460404.71,2024-04-04.2,1.29E+03,3.52,0.0167,6.51,1.52,3.19,7.00E-08,6.50E-08,1.40E-07,4.40E-05,1.00E-04,1.00E-04,3.70E-05,1.10E-07,1.20E-08,1.10E-04,5.40E-05,APO,0,0.46103,,,,,,,,,
3337561,       (2006 ON1),2006 ON1,Y,Y,21.3,0,,,,,,,,,,,,,,28,2025-11-21.0,J2000,0.6088,2.555,0.999,3.5,287.68,51.67,257.51,4.11,0.2414,2461425.13,2027-01-19.6,1.49E+03,4.08,0.0334,13,1.33,3.15,2.40E-08,2.20E-08,5.80E-08,8.50E-06,7.10E-05,7.50E-05,2.40E-05,3.50E-08,3.10E-09,1.10E-04,1.90E-05,APO,0,0.47803,,,,,,,,,
3337992,       (2006 PA1),2006 PA1,Y,Y,19.83,0,,,,,4.44,,,,,,,,,59,2025-11-21.0,J2000,0.5502,2.034,0.915,2.43,322.16,85.92,200.29,3.15,0.3398,2461470.55,2027-03-06.0,1.06E+03,2.9,0.0299,11.6,2.27,3.6,2.70E-08,5.50E-08,4.90E-08,9.10E-06,1.20E-04,1.20E-04,1.00E-04,8.50E-08,1.40E-08,3.10E-04,4.30E-05,APO,0,0.5176,,,,,,,,,
3338368,       (2006 QQ23),2006 QQ23,Y,Y,19.71,0,,,,,,,,,,,,,,27,2025-11-21.0,J2000,0.2842,0.8037,0.575,3.45,4.07,125.54,90.5,1.03,1.368,2460934.34,2025-09-15.8,263,0.721,0.0334,13,4.01,7.23,7.40E-08,6.50E-09,6.10E-08,1.30E-05,3.10E-04,3.00E-04,6.50E-05,8.40E-09,1.70E-08,4.70E-05,3.20E-06,ATE,0,0.44947,,,,,,,,,
3341129,       (2006 RZ),2006 RZ,Y,Y,20.3,0,,,,,4.96,,,,,,,,,58,2025-11-21.0,J2000,0.642,2.466,0.883,9.01,197.33,221.16,331.86,4.05,0.2545,2461111.03,2026-03-11.5,1.41E+03,3.87,0.0106,4.12,1.4,3.15,1.90E-08,6.40E-08,3.30E-08,4.20E-06,3.30E-06,6.70E-06,6.90E-05,1.00E-07,9.90E-09,2.80E-04,5.50E-05,APO,0,0.32193,,,,,,,,,
3341200,       (2006 RK1),2006 RK1,Y,Y,21.8,0,,,,,,,,,,,,,,13,2025-11-21.0,J2000,0.5177,1.949,0.94,9.57,153.69,131.91,36.39,2.96,0.3623,2460900.06,2025-08-12.5,994,2.72,0.0245,9.55,2.28,3.7,6.50E-04,2.30E-03,1.60E-04,9.20E-03,1.60E-02,2.70E-02,5.20E+00,3.50E-03,6.30E-04,1.40E+01,1.70E+00,APO,7,0.44537,,,,,,,,,
3346460,       (2006 SS134),2006 SS134,Y,Y,21.48,0,,,,,,,,,,,,,,34,2025-11-21.0,J2000,0.4421,1.172,0.654,19.53,8.99,256.17,86.84,1.69,0.7772,2460888.77,2025-08-01.2,463,1.27,0.0291,11.3,3.51,5.24,9.20E-08,1.50E-09,1.10E-07,1.60E-05,6.20E-06,1.40E-05,2.20E-05,2.10E-09,1.50E-09,2.90E-05,8.70E-07,APO,0,0.52176,,,,,,,,,
3350634,       (2006 TA8),2006 TA8,Y,Y,20.9,0,,,,,,,,,,,,,,JPL 15,2006-10-16.0,J2000,0.6944,2.994,0.915,21.74,208.04,217.95,354.18,5.07,0.1902,2454055.11,2006-11-15.6,1.89E+03,5.18,0.00521,2.03,0.934,2.75,3.80E-03,3.70E-02,1.10E-04,6.70E-02,1.00E-02,3.20E-02,1.20E-01,6.30E-02,3.50E-03,5.70E-02,3.50E+01,APO,8,0.79086,,,,,,,,,
3351222,       (2006 UO),2006 UO,Y,Y,21.2,0,,,,,,,,,,,,,,JPL 22,2025-11-21.0,J2000,0.6685,2.819,0.934,2.29,25.59,78.21,355.08,4.7,0.2082,2461024.12,2025-12-14.6,1.73E+03,4.73,0.0295,11.5,0.527,2.94,5.80E-08,2.00E-08,1.60E-07,8.00E-06,1.20E-04,1.20E-04,1.60E-05,3.30E-08,2.20E-09,7.80E-05,1.80E-05,APO,0,0.79576,,,,,,,,,
3351835,       (2006 UF17),2006 UF17,Y,Y,21.6,0,,,,,,,,,,,,,,23,2025-11-21.0,J2000,0.8121,2.476,0.465,3.72,47.48,235.93,334.72,4.49,0.253,2461100.43,2026-02-28.9,1.42E+03,3.9,0.0254,9.87,0.743,2.9,6.40E-08,2.90E-08,1.60E-07,9.80E-06,1.30E-04,1.40E-04,2.30E-05,5.20E-08,4.40E-09,9.10E-05,2.50E-05,APO,0,0.62656,,,,,,,,,
3352549,       (2006 UQ17),2006 UQ17,Y,Y,21.9,0,,,,,,,,,,,,,,86,2025-11-21.0,J2000,0.381,1.624,1.005,1.74,82.09,10.38,49.35,2.24,0.4764,2460896.91,2025-08-09.4,756,2.07,0.0218,8.5,2.98,4.24,5.00E-08,1.30E-07,1.20E-08,1.80E-06,2.90E-05,2.90E-05,4.00E-04,1.80E-07,5.70E-08,8.40E-04,9.00E-05,APO,1,0.4686,,,,,,,,,
3358522,       (2006 VG13),2006 VG13,Y,Y,21.46,0,,,,,,,,,,,,,,27,2025-11-21.0,J2000,0.3034,0.8176,0.57,5.86,96.44,115.27,107.98,1.07,1.333,2460919.5,2025-09-01.0,270,0.739,0.0456,17.7,3.9,7.12,9.80E-08,1.20E-09,8.00E-08,8.70E-06,9.40E-05,9.10E-05,3.10E-05,1.60E-09,3.10E-09,2.30E-05,6.20E-07,ATE,0,0.6333,,,,,,,,,
3358672,       (2006 VT13),2006 VT13,Y,Y,20.8,0,,,,,,,,,,,,,,23,2025-11-21.0,J2000,0.6246,2.582,0.969,2.11,321.55,44.06,220.7,4.19,0.2376,2461586.89,2027-06-30.3,1.52E+03,4.15,0.011,4.29,1.28,3.12,3.10E-05,4.70E-04,9.50E-05,4.00E-04,4.60E-03,6.70E-03,4.20E-01,7.60E-04,6.50E-05,1.90E+00,4.10E-01,APO,6,0.52859,,,,,,,,,
3359270,       (2006 WT1),2006 WT1,Y,Y,20.12,0,,,,,,,,,,,,,,27,2025-11-21.0,J2000,0.6009,2.472,0.987,13.69,244.84,170.61,320.05,3.96,0.2536,2461158.04,2026-04-27.5,1.42E+03,3.89,0.00458,1.78,1.45,3.17,3.60E-08,7.60E-08,8.10E-08,1.70E-05,2.20E-05,3.40E-05,8.20E-05,1.20E-07,1.20E-08,3.30E-04,6.50E-05,APO,0,0.61119,,,,,,,,,
3359278,       (2006 WJ3),2006 WJ3,Y,Y,19.99,0,,,,,,,,,,,,,,46,2025-11-21.0,J2000,0.4241,1.751,1.009,15.36,232.55,178.56,70.77,2.49,0.4253,2460834.09,2025-06-07.5,847,2.32,0.0194,7.55,2.9,3.98,3.30E-08,4.10E-09,5.70E-08,9.60E-06,1.40E-05,2.80E-05,1.70E-05,5.90E-09,1.50E-09,3.90E-05,3.00E-06,APO,0,0.55404,,,,,,,,,
3365953,       (2007 AC2),2007 AC2,Y,Y,21.8,0,,,,,,,,,,,,,,17,2025-11-21.0,J2000,0.7436,2.418,0.62,9.51,294.35,91.18,17.9,4.22,0.2621,2460932.19,2025-09-13.6,1.37E+03,3.76,0.0172,6.69,1.53,3.05,1.80E-04,2.70E-04,3.60E-04,8.40E-03,9.10E-03,2.20E-02,2.50E+00,4.70E-04,4.40E-05,9.40E+00,2.30E-01,APO,7,0.57547,,,,,,,,,
3365986,       (2007 AV2),2007 AV2,Y,Y,21.17,0,,,,,,,,,,,,,,18,2025-11-21.0,J2000,0.4739,1.438,0.757,12.32,285.82,293.43,285.83,2.12,0.5716,2461130.25,2026-03-30.7,630,1.72,0.0392,15.3,2.94,4.52,4.70E-07,4.80E-08,6.60E-07,3.10E-05,6.00E-05,1.10E-04,2.20E-04,7.10E-08,2.90E-08,3.80E-04,3.20E-05,APO,1,0.61294,,,,,,,,,
3366074,       (2007 AB12),2007 AB12,Y,Y,18.9,0,,,,,,,,,,,,,,14,2025-11-21.0,J2000,0.7212,2.298,0.641,7.81,65.37,283.11,154.92,3.96,0.2829,2460452.83,2024-05-22.3,1.27E+03,3.48,0.0084,3.27,1.56,3.18,1.90E-04,1.60E-03,1.20E-05,9.40E-04,3.00E-02,4.30E-02,2.20E+00,2.70E-03,2.90E-04,7.10E+00,1.30E+00,APO,7,0.93732,,,,,,,,,
3366807,       (2007 BD7),2007 BD7,Y,Y,21.1,0,,,,,,,,,,,,,,JPL 23,2007-01-29.0,J2000,0.4979,1.561,0.784,4.84,343.79,219.7,332.48,2.34,0.5052,2454183.99,2007-03-24.4,713,1.95,0.0379,14.8,2.63,4.28,7.20E-04,1.80E-03,2.30E-04,5.00E-03,7.20E-03,2.90E-03,5.50E-02,2.70E-03,8.60E-04,1.70E-02,1.20E+00,APO,8,0.42515,,,,,,,,,
3367027,       (2007 BJ29),2007 BJ29,Y,Y,18.84,0,,,,,,,,,,,,,,43,2025-11-21.0,J2000,0.8254,2.185,0.382,11.09,241.96,119.6,314.42,3.99,0.3052,2461149.85,2026-04-19.3,1.18E+03,3.23,0.0242,9.42,1.71,3.1,2.70E-08,1.00E-08,5.90E-08,6.50E-06,3.70E-05,3.50E-05,1.60E-05,1.90E-08,2.20E-09,5.20E-05,8.40E-06,APO,0,0.56625,,,,,,,,,
3368861,       (2007 DY40),2007 DY40,Y,Y,21.2,0,,,,,,,,,,,,,,30,2025-11-21.0,J2000,0.5932,1.718,0.699,5.89,160.13,115.08,70.42,2.74,0.4376,2460839.59,2025-06-13.0,823,2.25,0.0256,9.97,2.43,3.95,3.50E-07,5.70E-09,6.00E-07,3.30E-05,4.80E-05,7.80E-05,2.90E-05,9.10E-09,2.20E-09,6.50E-05,4.10E-06,APO,0,0.65688,,,,,,,,,
3369614,       (2007 DS84),2007 DS84,Y,Y,20.8,0,,,,,,,,,,,,,,55,2025-11-21.0,J2000,0.4458,1.867,1.035,8.9,30.58,172.92,106.9,2.7,0.3864,2460723.88,2025-02-17.3,932,2.55,0.0304,11.8,2.26,3.85,1.90E-08,4.10E-08,2.90E-08,7.30E-06,1.10E-05,2.70E-05,8.90E-05,5.90E-08,1.30E-08,2.20E-04,3.10E-05,AMO,0,0.41639,,,,,,,,,
3371145,       (2007 DT103),2007 DT103,Y,Y,19.7,0,,,,,2.5845,,,,,,,,,79,2025-11-21.0,J2000,0.5741,2.21,0.942,5.49,136.5,134.93,218.6,3.48,0.2999,2461471.97,2027-03-07.4,1.20E+03,3.29,0.0127,4.95,1.67,3.42,1.70E-08,2.10E-08,3.80E-08,5.10E-06,1.10E-05,1.50E-05,2.80E-05,3.30E-08,4.30E-09,9.90E-05,1.70E-05,APO,0,0.37336,,,,,,,,,
3371146,       (2007 ED125),2007 ED125,Y,Y,21.14,0,,,,,5.62,,,,,,,,,60,2025-11-21.0,J2000,0.5848,1.921,0.798,3.78,173.25,290.41,22.55,3.04,0.3701,2460939.56,2025-09-21.0,973,2.66,0.00831,3.23,2.16,3.69,8.30E-08,2.70E-09,1.60E-07,8.20E-06,2.50E-05,2.60E-05,2.20E-06,4.30E-09,7.80E-10,5.90E-06,2.10E-06,APO,0,0.35372,,,,,,,,,
3371669,       (2007 FF1),2007 FF1,Y,Y,21.86,0,,,,,,,,,,,,,,35,2025-11-21.0,J2000,0.4823,1.52,0.787,8.22,21.5,234.7,314.91,2.25,0.5257,2461086.27,2026-02-14.7,685,1.87,0.0346,13.5,2.84,4.36,2.70E-08,5.10E-09,4.20E-08,1.30E-05,4.90E-05,4.60E-05,5.70E-06,7.50E-09,2.60E-09,1.10E-05,3.40E-06,APO,0,0.44418,,,,,,,,,
3372217,       (2007 FT3),2007 FT3,Y,Y,20,0,,,,,,,,,,,,,,JPL 8,2007-03-21.0,J2000,0.3078,1.13,0.782,26.87,9.89,277.18,297.96,1.48,0.8208,2454256.08,2007-06-04.5,439,1.2,0.0145,5.65,3.83,5.4,6.20E-03,1.90E-02,6.70E-03,4.30E-01,1.70E-01,2.10E+00,2.70E+00,2.40E-02,2.00E-02,1.40E+00,1.10E+01,APO,9,0.41374,,,,,,,,,
3373682,       (2007 GQ3),2007 GQ3,Y,Y,22.03,0,,,,,0.0602,,,,,,,,,34,2025-11-21.0,J2000,0.4498,1.804,0.993,10.19,34.46,209.72,225.66,2.62,0.4066,2461330.87,2026-10-17.3,885,2.42,0.0202,7.85,2.43,3.92,3.90E-08,8.10E-10,7.00E-08,9.10E-06,1.40E-05,1.90E-05,6.70E-06,1.20E-09,2.70E-10,1.60E-05,6.00E-07,APO,0,0.46526,,,,,,,,,
3373980,       (2007 HA),2007 HA,Y,Y,20.38,0,,,,,4.65,,,,,,,,,43,2025-11-21.0,J2000,0.4702,0.8926,0.473,32.99,205.78,133.15,297.62,1.31,1.169,2461053.88,2026-01-13.3,308,0.843,0.0144,5.59,4.24,6.44,3.00E-07,1.30E-09,2.70E-07,3.30E-05,2.00E-06,9.10E-06,2.60E-05,1.90E-09,2.50E-09,2.20E-05,6.50E-07,ATE,0,0.39644,,,,,,,,,
3374669,       (2007 HE15),2007 HE15,Y,Y,19.79,0,,,,,,,,,,,,,,39,2025-11-21.0,J2000,0.5423,2.143,0.981,9.57,297.58,342.49,307.85,3.3,0.3142,2461166.46,2026-05-05.9,1.15E+03,3.14,0.0165,6.41,1.87,3.49,6.30E-08,2.40E-07,7.60E-08,9.20E-06,3.00E-05,3.60E-05,3.60E-04,3.70E-07,5.20E-08,1.20E-03,1.90E-04,APO,1,0.48085,,,,,,,,,
3376262,       (2007 JY2),2007 JY2,Y,Y,21.7,0,,,,,,,,,,,,,,19,2025-11-21.0,J2000,0.6865,2.198,0.689,1.61,223.37,107.67,223.03,3.71,0.3024,2461453.38,2027-02-16.8,1.19E+03,3.26,0.00144,0.562,1.68,3.31,3.30E-04,2.50E-03,5.00E-05,1.50E-03,7.70E-04,5.50E-04,3.90E+00,4.20E-03,5.10E-04,1.40E+01,2.00E+00,APO,7,0.59507,,,,,,,,,
3376346,       (2007 JH22),2007 JH22,Y,Y,21.83,0,,,,,,,,,,,,,,21,2025-11-21.0,J2000,0.6096,2.176,0.85,5.58,150.9,22.87,284.82,3.5,0.307,2461245.39,2026-07-23.8,1.17E+03,3.21,0.0426,16.6,1.47,3.41,5.70E-08,7.30E-09,1.30E-07,1.20E-05,1.60E-04,1.50E-04,7.00E-06,1.20E-08,1.50E-09,2.40E-05,5.90E-06,APO,0,0.73226,,,,,,,,,
3378131,       (2007 KG7),2007 KG7,Y,Y,20.7,0,,,,,,,,,,,,,,11,2025-11-21.0,J2000,0.8669,1.782,0.237,4.76,66.05,318.59,250.22,3.33,0.4143,2461265.5,2026-08-12.9,869,2.38,0.0118,4.57,2.13,3.5,2.30E-04,8.90E-04,2.90E-04,4.80E-03,1.60E-02,9.40E-03,3.00E+00,1.70E-03,3.10E-04,7.40E+00,6.50E-01,APO,7,0.65984,,,,,,,,,
3378545,       (2007 LU19),2007 LU19,Y,Y,21.45,0,,,,,,,,,,,,,,21,2025-11-21.0,J2000,0.6153,2.381,0.916,2.6,63.64,143.39,29.42,3.85,0.2683,2460890.85,2025-08-03.3,1.34E+03,3.67,0.00434,1.69,1.12,3.25,6.00E-08,5.40E-09,1.40E-07,7.30E-06,1.50E-04,1.30E-04,1.30E-05,8.70E-09,9.10E-10,4.70E-05,4.60E-06,APO,0,0.37216,,,,,,,,,
3381347,       (2007 PR25),2007 PR25,Y,Y,22,0,,,,,,,,,,,,,,JPL 11,2007-08-16.0,J2000,0.8472,1.956,0.299,3.49,154.97,291.33,342.67,3.61,0.3604,2454376.58,2007-10-03.0,999,2.74,0.0119,4.62,1.67,3.31,2.20E-03,1.90E-02,1.30E-03,1.50E-02,2.20E-02,5.50E-02,2.90E-01,3.50E-02,5.30E-03,1.10E-01,1.50E+01,APO,9,0.60367,,,,,,,,,
3381448,       (2007 PV27),2007 PV27,Y,Y,20.34,0,,,,,,,,,,,,,,32,2025-11-21.0,J2000,0.3708,1.273,0.801,24.6,324.43,107.67,187.9,1.75,0.686,2461251.36,2026-07-29.8,525,1.44,0.00078,0.303,3.65,4.92,9.00E-08,5.70E-09,1.10E-07,4.90E-05,1.40E-05,2.00E-05,2.00E-05,7.80E-09,4.60E-09,3.10E-05,3.50E-06,APO,0,0.70518,,,,,,,,,
3381449,       (2007 PF28),2007 PF28,Y,Y,19.24,0,,,,,22.1,,,,,,,,,40,2025-11-21.0,J2000,0.8029,2.136,0.421,5.88,179.38,262.05,284.14,3.85,0.3157,2461240.82,2026-07-19.3,1.14E+03,3.12,0.0168,6.54,1.51,3.2,2.10E-08,1.10E-08,4.40E-08,6.50E-06,3.90E-05,3.90E-05,1.60E-05,1.90E-08,2.40E-09,5.20E-05,8.60E-06,APO,0,0.2932,,,,,,,,,
3383904,       (2007 RF2),2007 RF2,Y,Y,20.7,0,,,,,,,,,,,,,,23,2025-11-21.0,J2000,0.6641,1.73,0.581,6.06,11.89,83.68,330.4,2.88,0.4331,2461068.84,2026-01-28.3,831,2.28,0.00635,2.47,2.38,3.87,3.30E-07,2.40E-08,5.60E-07,2.10E-05,6.90E-05,1.00E-04,9.20E-05,4.00E-08,9.00E-09,2.10E-04,1.70E-05,APO,0,0.38683,,,,,,,,,
3384067,       (2007 RU9),2007 RU9,Y,Y,20.88,0,,,,,3.31,,,,,,,,,50,2025-11-21.0,J2000,0.6297,1.919,0.711,5.66,163.85,286.61,273.22,3.13,0.3708,2461234.54,2026-07-13.0,971,2.66,0.00217,0.845,2.15,3.65,1.30E-07,4.40E-09,2.50E-07,2.10E-05,5.10E-05,5.70E-05,4.80E-06,7.10E-09,1.30E-09,1.30E-05,3.30E-06,APO,0,0.48681,,,,,,,,,
3384068,       (2007 RV9),2007 RV9,Y,Y,20.34,0,,,,,,,,,,,,,,38,2025-11-21.0,J2000,0.5663,1.94,0.841,6.41,340.33,116.94,219.51,3.04,0.3646,2461385.77,2026-12-11.2,987,2.7,0.0164,6.36,2.21,3.68,3.50E-08,3.60E-08,6.70E-08,2.50E-05,5.10E-05,5.40E-05,6.60E-05,5.70E-08,1.00E-08,1.90E-04,2.80E-05,APO,0,0.56751,,,,,,,,,
3384406,       (2007 RU17),2007 RU17,Y,Y,18.25,0,,,,,,,,,,,,,,66,2025-11-21.0,J2000,0.8301,2.035,0.346,9.21,16.53,130.84,47.92,3.72,0.3396,2460859.4,2025-07-02.8,1.06E+03,2.9,0.0405,15.8,1.38,3.25,1.40E-07,1.10E-07,2.80E-07,2.30E-05,2.40E-05,3.50E-05,6.60E-05,1.90E-07,2.60E-08,1.80E-04,8.20E-05,APO,0,0.39889,,,,,,,,,
3387132,       (2007 SR11),2007 SR11,Y,Y,22,0,,,,,,,,,,,,,,17,2025-11-21.0,J2000,0.6489,2.682,0.942,1.47,218.4,99.61,55.4,4.42,0.2244,2460753.57,2025-03-19.0,1.60E+03,4.39,0.0189,7.35,0.927,3.03,3.10E-04,1.50E-03,3.10E-04,1.10E-03,2.90E-02,2.60E-02,1.40E+00,2.50E-03,1.90E-04,6.10E+00,1.40E+00,APO,7,0.74319,,,,,,,,,
3387458,       (2007 TH1),2007 TH1,Y,Y,21.88,0,,,,,,,,,,,,,,26,2025-11-21.0,J2000,0.4178,1.362,0.793,20.1,13.66,282.42,183.44,1.93,0.6203,2461285.15,2026-09-01.6,580,1.59,0.0208,8.09,3.46,4.69,6.70E-08,4.70E-09,9.40E-08,2.10E-05,7.70E-06,1.60E-05,1.70E-05,6.70E-09,3.20E-09,2.80E-05,3.00E-06,APO,0,0.44458,,,,,,,,,
3388081,       (2007 TL23),2007 TL23,Y,Y,21.48,0,,,,,,,,,,,,,,28,2025-11-21.0,J2000,0.7365,1.134,0.299,2.13,136.66,102.06,43.03,1.97,0.8157,2460947.75,2025-09-29.2,441,1.21,0.017,6.61,3.04,5.22,3.40E-07,1.20E-08,3.90E-07,1.50E-05,7.30E-04,7.30E-04,6.90E-05,2.10E-08,1.30E-08,8.40E-05,6.90E-06,APO,0,0.50534,,,,,,,,,
3388312,       (2007 TR24),2007 TR24,Y,Y,20.5,0,,,,,,,,,,,,,,JPL 22,2025-11-21.0,J2000,0.6685,1.874,0.621,3.57,87.07,37.04,353.94,3.13,0.3841,2461016.27,2025-12-06.7,937,2.57,0.0465,18.1,1.98,3.67,1.10E-07,1.90E-08,2.00E-07,1.40E-05,4.80E-04,4.80E-04,5.50E-06,3.20E-08,5.80E-09,1.40E-05,1.40E-05,APO,0,0.51374,,,,,,,,,
3388315,       (2007 TU24),2007 TU24,Y,Y,20.32,0,,,,,26,,,,,,,,,85,2025-11-21.0,J2000,0.5333,2.044,0.954,5.63,126.97,334.32,42.68,3.13,0.3374,2460873.98,2025-07-17.4,1.07E+03,2.92,0.00134,0.52,2.07,3.6,1.50E-08,4.90E-08,1.90E-08,3.40E-06,2.60E-06,6.40E-06,7.40E-05,7.40E-08,1.20E-08,2.20E-04,3.80E-05,APO,0,0.31882,,,,,,,,,
3390107,       (2007 UL12),2007 UL12,Y,Y,21.29,0,,,,,5.43,,,,,,,,,32,2025-11-21.0,J2000,0.8046,1.967,0.384,4.19,66.84,95.9,180.78,3.55,0.3572,2461502.3,2027-04-06.7,1.01E+03,2.76,0.0197,7.67,1.46,3.37,3.70E-08,2.20E-09,7.30E-08,1.10E-05,6.70E-05,6.60E-05,2.90E-06,4.00E-09,6.00E-10,7.90E-06,1.70E-06,APO,0,0.47842,,,,,,,,,
3391853,       (2007 UR51),2007 UR51,Y,Y,21.54,0,,,,,,,,,,,,0.38,,JPL 18,2007-11-06.0,J2000,0.6907,1.644,0.509,7.26,208.59,72.7,30.61,2.78,0.4676,2454345.04,2007-09-01.5,770,2.11,0.0126,4.92,2.44,3.97,5.00E-04,2.30E-03,1.30E-04,5.70E-03,3.70E-03,1.20E-02,7.30E-02,3.80E-03,9.70E-04,2.10E-02,1.60E+00,APO,8,0.44882,,,,,,,,,
3392084,       (2007 VG),2007 VG,Y,Y,21.08,0,,,,,,,,,,,,,,21,2025-11-21.0,J2000,0.6651,1.958,0.656,51.14,33.32,261.62,236.63,3.26,0.3598,2461343.37,2026-10-29.8,1.00E+03,2.74,0.00927,3.61,3.35,3.23,1.70E-06,1.10E-08,3.20E-06,1.20E-04,1.40E-05,2.60E-04,4.00E-05,1.90E-08,3.10E-09,1.10E-04,8.60E-06,APO,0,0.59762,,,,,,,,,
3392310,       (2007 VN3),2007 VN3,Y,Y,21.4,0,,,,,,,,,,,,,,12,2025-11-21.0,J2000,0.5775,2.243,0.948,15.62,21.85,320.32,145.79,3.54,0.2935,2460503.69,2024-07-12.1,1.23E+03,3.36,0.0268,10.4,1.99,3.35,1.50E-04,1.00E-03,1.00E-04,2.10E-03,1.70E-03,4.30E-03,1.30E+00,1.60E-03,2.00E-04,4.20E+00,8.60E-01,APO,7,0.43864,,,,,,,,,
